stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
est_4_275,275,MONTECARMELO,Avda de Monasterio de Silos 63 A,40.50525,-3.69575,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_276,276,LAS TABLAS,Calle de Palas de Rey 30,40.50833,-3.6694400000000003,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_277,277,RONDA DE LA COMUNICACION,Ronda de la Comunicación 22,40.51553,-3.6627699999999996,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_278,278,LA GRANJA,Calle de Sepúlveda 1,40.5276,-3.6585900000000002,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_279,279,LA MORALEJA,Avda de la Ermita 5,40.53196,-3.63556,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_280,280,MARQUES DE LA VALDAVIA,Calle del Marqués de la Valdavia 21,40.54102,-3.6373800000000003,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_281,281,MANUEL DE FALLA,Calle   Manuel de Falla 59,40.55048,-3.6468800000000003,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_282,282,BAUNATAL,Avda de las Lomas del Rey 2,40.55442,-3.63513,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_283,283,REYES CATOLICOS,Avda de la Plaza de Toros 7,40.55037,-3.6234,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_284,284,HOSPITAL INFANTA SOFÍA,Paseo   Europa 11,40.55977,-3.61145,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_207,207,ABRANTES,Avda de Abrantes 77,40.380829999999996,-3.7279,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_208,208,PAN BENDITO,Avda de Abrantes 289,40.37587,-3.7341699999999998,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_254,254,SAN FRANCISCO,Avda de los Poblados 102,40.3736,-3.7391,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_255,255,CARABANCHEL ALTO,Avda de Carabanchel Alto 40,40.372,-3.7519099999999996,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_256,256,LA PESETA,Calle de Salvador Allende 3,40.36422,-3.7569,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_305,305,LA FORTUNA,Calle   San José 40,40.35795,-3.7778300000000002,,http://www.crtm.es,1,,Europe/Madrid,0
est_4_210,210,PARQUE LISBOA,Calle de Porto Lagos 7,40.34969,-3.8212,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_211,211,ALCORCON CENTRAL,Avda de Móstoles 12,40.35008,-3.83178,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_212,212,PARQUE OESTE,Calle de Estambul 5,40.345890000000004,-3.84934,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_213,213,UNIVERSIDAD REY JUAN CARLOS,Calle   Tulipán 2,40.33512,-3.87218,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_214,214,MOSTOLES CENTRAL,Paseo de la Estación 13,40.3285,-3.86354,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_215,215,PRADILLO,Calle de Agustina de Aragón 23,40.32168,-3.86489,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_216,216,HOSPITAL DE MOSTOLES,Calle del Río Sella 10,40.316520000000004,-3.87471,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_217,217,MANUELA MALASAÑA,Plaza   Sol de 9001 SN,40.30903,-3.8640199999999996,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_218,218,LORANCA,Calle de la Alegría 4,40.29681,-3.83768,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_219,219,HOSPITAL DE FUENLABRADA,Cmno del Molino 3,40.285759999999996,-3.81642,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_220,220,PARQUE EUROPA,Calle de Francia 34,40.28518,-3.80632,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_221,221,FUENLABRADA CENTRAL,Calle de la Vía SN,40.28268,-3.79891,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_222,222,PARQUE DE LOS ESTADOS,Calle de Venezuela 2,40.286840000000005,-3.7869699999999997,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_223,223,ARROYO CULEBRO,Paseo de Juan José Rosón 1,40.288740000000004,-3.75682,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_224,224,CONSERVATORIO,Avda de las Arcas del Agua 5,40.293240000000004,-3.7457599999999998,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_225,225,ALONSO DE MENDOZA,Calle del Greco 6,40.30081,-3.73664,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_226,226,GETAFE CENTRAL,Calle  Ferrocarril 2,40.30993,-3.73403,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_227,227,JUAN DE LA CIERVA,Avda de España 20,40.3118,-3.72224,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_228,228,EL CASAR,Avda del Casar 2,40.31862,-3.70985,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_229,229,LOS ESPARTALES,Avda   Rigoberta Menchú 3,40.32423,-3.7182,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_230,230,EL BERCIAL,Avda   Comandante José Manuel Ripollés 4,40.32907,-3.7296300000000002,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_231,231,EL CARRASCAL,Avda   Rey Juan Carlos I 85,40.33664,-3.7401800000000005,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_232,232,JULIAN BESTEIRO,Avda   Rey Juan Carlos I 23 A,40.33475,-3.7526599999999997,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_233,233,CASA DEL RELOJ,Avda   Gibraltar 11,40.3266,-3.7594199999999995,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_234,234,HOSPITAL SEVERO OCHOA,Avda   Orellana 3,40.32177,-3.7679699999999996,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_235,235,LEGANES CENTRAL,Calle  Virgen del Camino 1,40.328990000000005,-3.7715400000000003,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_236,236,SAN NICASIO,Avda   Mar Mediterráneo SN,40.33616,-3.77587,B1,http://www.crtm.es,1,,Europe/Madrid,2
