"","X","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"6155",6155,2893000280,"05/01/2015",216600,3,1.75,2200,7700,1,"WF_NO",0,"Co_3_Med","7",1240,960,1975,0,98031,474.119,-122.181,1770,7360
"6156",6156,7977201845,"5/14/2014",525000,3,1.75,1600,6120,1.5,"WF_NO",0,"Co_3_Med","7",1600,0,1924,0,98115,476.847,-122.291,1670,4590
"6157",6157,4197400005,"6/20/2014",455000,4,2.25,2450,21000,1,"WF_NO",2,"Co_4_High","8",1650,800,1954,0,98166,474.559,-122.344,1820,12480
"6158",6158,5561200980,"10/03/2014",390000,4,2.25,2680,35218,2,"WF_NO",0,"Co_3_Med","8",2680,0,1986,0,98027,474.613,-121.997,2980,35218
"6159",6159,3039000020,"9/16/2014",450000,3,1.75,1850,8667,1,"WF_NO",0,"Co_4_High","7",880,970,1982,0,98033,477.025,-122.198,1450,10530
"6160",6160,6840701100,"12/02/2014",382000,4,1,1740,4400,1.5,"WF_NO",0,"Co_3_Med","7",1740,0,1924,0,98122,476.058,-122.3,1590,4400
"6161",6161,2130410050,"5/13/2014",287000,3,2.25,1490,9600,1,"WF_NO",0,"Co_4_High","7",1170,320,1987,0,98019,477.378,-121.977,1590,10104
"6162",6162,1924079091,"1/13/2015",460000,4,2,1960,190357,1,"WF_NO",3,"Co_2_Med_low","8",1960,0,1971,0,98027,475.538,-121.958,2560,189100
"6163",6163,3570300080,"10/28/2014",435000,3,2.25,1380,3015,2,"WF_NO",0,"Co_3_Med","7",1380,0,2009,0,98052,476.783,-122.157,1930,3612
"6164",6164,2321300351,"06/12/2014",575000,2,1,1510,4032,1.5,"WF_NO",0,"Co_3_Med","8",1310,200,1935,0,98199,476.371,-122.393,1700,4042
"6165",6165,2652501630,"05/04/2015",626700,3,1.5,1410.53126715077,3600,1,"WF_NO",0,"Co_3_Med","7",1410,0,1906,0,98109,476.402,-122.357,1370,3600
"6166",6166,3810000020,"3/18/2015",352000,4,1.5,1440,8680,1.5,"WF_NO",0,"Co_3_Med","7",1440,0,1922,0,98178,47.502,-122.228,1440,9000
"6167",6167,8084400010,"3/16/2015",650000,3,1,920,6750,1,"WF_NO",0,"Co_4_High","7",920,0,1951,0,98004,476.322,-122.212,1460,8933
"6168",6168,304000380,"10/06/2014",197000,3,1,1090,17630,1,"WF_NO",0,"Co_4_High","7",1090,0,1962,0,98002,47.288,-122.196,1300,12000
"6169",6169,1873400020,"07/03/2014",340000,8,2.75,2790,6695,1,"WF_NO",0,"Co_3_Med","7",1470,1320,1977,0,98133,477.565,-122.331,1760,7624
"6170",6170,4359700080,"7/21/2014",560000,3,2,1840,14985,1,"WF_NO",0,"Co_3_Med","7",1840,0,1968,0,98033,476.916,-122.158,2300,16067
"6171",6171,1727500010,"01/07/2015",354000,3,1.75,1340,6300,1,"WF_NO",0,"Co_3_Med","7",1340,0,1972,0,98034,477.186,-122.218,1780,7200
"6172",6172,8651610680,"08/01/2014",670000,4,2.5,2570,9086,2,"WF_NO",0,"Co_3_Med","9",2570,0,1999,0,98074,476.373,-122.064,2760,6733
"6173",6173,3629970190,"1/26/2015",769000,4,3.5,3010,6202,2,"WF_NO",0,"Co_3_Med","9",3010,0,2005,0,98029,475.533,-121.993,2520,5001
"6174",6174,9136102057,"09/05/2014",650000,4,2.5,2160,3139,1,"WF_NO",0,"Co_3_Med","7",1080,1080,1940,0,98103,476.662,-122.338,1650,3740
"6175",6175,1266200130,"6/15/2014",650000,3,1.75,2140,9484,1,"WF_NO",0,"Co_3_Med","7",1290,850,1953,0,98004,476.234,-122.191,1960,9630
"6176",6176,2787310130,"12/12/2014",289950,2.54317411599893,1.75,2090,7416,1,"WF_NO",0,"Co_4_High","7",1050,1040,1970,0,98031,474.107,-122.179,1710,7527
"6177",6177,8645511350,"12/01/2014",3e+05,3,1.75,1810,21138,1,"WF_NO",0,"Co_4_High","7",1240,570,1977,0,98058,474.674,-122.178,1850,12200
"6178",6178,9284801435,"12/03/2014",471000,4,1.75,1760,5750,1,"WF_NO",2,"Co_5_Top","7",1070,690,1962,0,98126,475.521,-122.373,1860,5750
"6179",6179,3905010010,"7/18/2014",639000,4,2.5,2500,8540,2,"WF_NO",0,"Co_3_Med","9",2500,0,1990,0,98029,475.759,-121.994,2560,8475
"6180",6180,4058801310,"10/09/2014",287000,2,1,930,6900,1,"WF_NO",2,"Co_3_Med","7",930,0,1952,0,98178,47.506,-122.242,1910,7194
"6181",6181,6705850020,"04/01/2015",740000,4,2.5,3030,8335,2,"WF_NO",0,"Co_3_Med","10",3030,0,1992,0,98075,47.578,-122.056,2850,8678
"6182",6182,1623800440,"4/17/2015",499922,3,2,1460,3000,1,"WF_NO",0,"Co_4_High","7",940,520,1990,0,98117,47.682,-122.365,1460,3000
"6183",6183,3904902500,"12/19/2014",675000,4,2.5,2940,14071,2,"WF_NO",0,"Co_3_Med","9",2940,0,1986,0,98029,475.627,-122.018,2670,10982
"6184",6184,7308600050,"09/09/2014",738515,5,2.75,3360,9200,2,"WF_NO",0,"Co_3_Med","9",3360,0,2014,0,98011,477.754,-122.173,3360,9713
"6185",6185,5679501310,"10/30/2014",445000,3,1.75,2110,4800,1,"WF_NO",0,"Co_3_Med","8",1210,900,1956,0,98108,47.567,-122.318,1660,4800
"6186",6186,3935900005,"05/01/2015",1040000,4,2.25,2740,11343,1,"WF_NO",2,"Co_5_Top","10",1980,760,1953,0,98125,477.117,-122.278,2790,10027
"6187",6187,3726800285,"10/01/2014",346000,2,1,1070,2196,1,"WF_NO",0,"Co_4_High","7",880,190,1917,0,98144,475.726,-122.308,1160,3600
"6188",6188,1183000005,"04/08/2015",450000,3,2,1680,4886,2,"WF_NO",0,"Co_3_Med","7",1180,500,1940,0,98118,475.536,-122.286,1400,4900
"6189",6189,5469502780,"08/12/2014",350000,4,2.5,2260,13755,1,"WF_NO",0,"Co_4_High","9",2260,0,1975,0,98042,473.767,-122.161,2650,13650
"6190",6190,9185700440,"7/28/2014",2400000,4,3.5,5860,7200,2,"WF_NO",0,"Co_5_Top","10",3690,2170,1907,0,98112,476.287,-122.287,4150,7200
"6191",6191,629600130,"08/01/2014",594950,4,2.25,2380,35008,1,"WF_NO",0,"Co_3_Med","8",2380,0,1977,0,98075,475.834,-122.001,2250,34794
"6192",6192,9178601660,"5/14/2015",1700000,5,3,3320,5354,2,"WF_NO",0,"Co_3_Med","9",3320,0,2004,0,98103,476.542,-122.331,2330,4040
"6193",6193,2191600780,"10/10/2014",219000,2,1,1050,9000,1.5,"WF_NO",0,"Co_4_High","7",1050,0,1984,0,98003,472.887,-122.299,1550,9600
"6194",6194,7852180430,"04/09/2015",450000,4,2.5,2070,3982,2,"WF_NO",0,"Co_3_Med","7",2070,0,2004,0,98065,47.531,-121.854,2340,4067
"6195",6195,8155820080,"4/15/2015",402000,4,2.25,1790,7311,2,"WF_NO",0,"Co_3_Med","7",1790,0,1992,0,98056,475.055,-122.189,1400,7203
"6196",6196,5248800440,"2/17/2015",275000,2,1,840,4000,1,"WF_NO",0,"Co_3_Med","6",840,0,1942,0,98108,475.531,-122.307,1100,4000
"6197",6197,9818700430,"10/01/2014",421500,3.63919767599031,1.5,990,4500,1,"WF_NO",0,"Co_5_Top","7",990,0,1948,0,98122,476.051,-122.298,1490,4000
"6198",6198,425079099,"05/07/2014",560000,3,3,4120,60392,2,"WF_NO",2,"Co_3_Med","9",3180,940,1994,0,98014,476.804,-121.913,2770,64033
"6199",6199,5127000670,"3/18/2015",314000,3,1.75,1620,9600,1,"WF_NO",0,"Co_4_High","7",1620,0,1966,0,98059,474.749,-122.155,1660,10200
"6200",6200,6341000221,"4/23/2015",287000,4,2,1340,8190,1,"WF_NO",0,"Co_4_High","7",1340,0,1942,0,98146,474.905,-122.343,1410,9721
"6201",6201,7231501665,"04/03/2015",277000,4,1,1500,5750,1.5,"WF_NO",0,"Co_3_Med","6",1500,0,1925,0,98055,474.768,-122.206,1330,5750
"6202",6202,5014000225,"12/22/2014",337500,2,1,1300,6731,1,"WF_NO",0,"Co_3_Med","7",1300,0,1950,0,98116,475.697,-122.395,1240,6731
"6203",6203,4401200130,"8/19/2014",792000,4,2.75,3100,10245,2,"WF_NO",0,"Co_3_Med","10",3100,0,1999,0,98052,476.858,-122.107,3140,9028
"6204",6204,1558500050,"11/13/2014",435000,3,2.5,3380,7074,2,"WF_NO",0,"Co_3_Med","8",2200,1180,1999,0,98019,477.462,-121.978,2060,6548
"6205",6205,8899000050,"3/25/2015",313100,4,2.5,2660,9030,1,"WF_NO",0,"Co_4_High","7",1450,1210,1977,0,98055,474.558,-122.212,1870,9030
"6206",6206,2877102846,"6/25/2014",575000,3,2.25,1700,3333,1.5,"WF_NO",0,"Co_3_Med","7",1100,600,1924,0,98117,476.784,-122.361,1700,3750
"6207",6207,7280300080,"02/02/2015",510000,4,2.5,1840,7800,1,"WF_NO",2,"Co_3_Med","8",1240,600,1972,0,98177,477.762,-122.384,2010,9100
"6208",6208,3624039073,"3/19/2015",299950,2,1,890,5200,1,"WF_NO",0,"Co_4_High","6",890,0,1941,0,98126,475.311,-122.373,950,5200
"6209",6209,3271300345,"3/23/2015",1030000,3,3,2800,5800,1,"WF_NO",0,"Co_3_Med","9",1580,1220,1953,2010,98199,476.493,-122.413,2580,5800
"6210",6210,6190701483,"5/14/2014",364000,4,1.75,2010,8625,1,"WF_NO",0,"Co_4_High","7",1340,670,1957,0,98133,477.496,-122.355,1500,8400
"6211",6211,414100630,"7/29/2014",335000,3,1,1380,7470,1,"WF_NO",0,"Co_5_Top","7",1380,0,1965,0,98133,477.479,-122.343,1440,7473
"6212",6212,7686202275,"12/09/2014",219950,3,1,1210,8000,1,"WF_NO",0,"Co_3_Med","6",1210,0,1954,0,98198,474.211,-122.314,1430,8000
"6213",6213,5113260170,"1/13/2015",215000,3,2,1280,6994,1,"WF_NO",0,"Co_3_Med","7",1280,0,1991,0,98038,473.889,-122.048,1290,7514
"6214",6214,2421059090,"05/11/2015",640000,4,2.5,4090,215186,2,"WF_NO",0,"Co_4_High","8",3670,420,1979,0,98092,472.964,-122.116,2430,142005
"6215",6215,2770601734,"6/30/2014",535000,3,0.5,1580,6300,1,"WF_NO",0,"Co_3_Med","7",1180,400,1925,0,98199,476.505,-122.384,1560,1601
"6216",6216,4222310290,"8/19/2014",253000,4,2,1910,7826,1,"WF_NO",0,"Co_4_High","7",1140,770,1973,0,98003,473.493,-122.306,1540,7826
"6217",6217,5016001060,"5/30/2014",650000,2,2.5,1740,2500,2,"WF_NO",2,"Co_3_Med","8",1210,530,1994,0,98112,47.622,-122.3,1640,2500
"6218",6218,5445300050,"04/08/2015",672000,3,2.25,1130,4445,1.5,"WF_NO",0,"Co_4_High","8",1130,0,1930,0,98117,476.845,-122.375,1330,4445
"6219",6219,7370600020,"10/07/2014",606000,3,1.75,1970,8540,1,"WF_NO",3,"Co_4_High","8",1130,840,1950,0,98177,477.213,-122.365,2280,8540
"6220",6220,5127000470,"03/05/2015",292000,3,2.25,1780,9720,1,"WF_NO",0,"Co_3_Med","8",1280,500,1981,0,98059,474.762,-122.156,1710,9790
"6221",6221,1330250010,"06/04/2014",289950,3,2,1670,7757,1,"WF_NO",0,"Co_3_Med","8",1670,0,1992,0,98030,473.802,-122.207,2290,7859
"6222",6222,1898600050,"7/22/2014",257500,4,1.5,1360,9323,1,"WF_NO",0,"Co_4_High","7",1360,0,1968,0,98023,473.168,-122.401,1180,9611
"6223",6223,9561100010,"11/04/2014",380000,3,2.5,1840,6985,1,"WF_NO",0,"Co_3_Med","7",1290,550,1971,0,98133,477.586,-122.342,2160,7990
"6224",6224,9524100050,"12/22/2014",360000,3,1.75,1255,1113,3,"WF_NO",0,"Co_3_Med","8",1255,0,2010,0,98103,476.958,-122.343,1010,1038
"6225",6225,2212200500,"6/23/2014",269500,3,1.75,1840,7412,1,"WF_NO",0,"Co_4_High","7",1240,600,1976,0,98031,473.933,-122.188,1980,7350
"6226",6226,5416500680,"6/30/2014",449000,4,2.5,2960,6031,2,"WF_NO",0,"Co_3_Med","9",2960,0,2005,0,98038,473.596,-122.04,2570,5012
"6227",6227,6412600005,"10/03/2014",375000,4,1.5,1430,7232,1.5,"WF_NO",0,"Co_3_Med","7",1430,0,1948,0,98125,477.197,-122.328,1540,7232
"6228",6228,2024069008,"6/19/2014",2200000,5,4.75,5990,10450,2,"WF_SI",4,"Co_3_Med","11",4050,1940,2002,0,98027,475.554,-122.077,3330,14810
"6229",6229,2195700050,"5/19/2014",810000,4,2.5,3480,59242,2,"WF_NO",0,"Co_3_Med","11",3480,0,1988,0,98072,477.391,-122.102,2930,39400
"6230",6230,1437580480,"9/18/2014",994000,5,3.25,4259.80961965681,7861,2,"WF_NO",0,"Co_3_Med","10",4260,0,2005,0,98074,47.611,-121.992,4020,7528
"6231",6231,2796100680,"2/25/2015",275000,5,2.25,1820,10500,1,"WF_NO",0,"Co_4_High","7",1080,740,1979,0,98031,474.058,-122.177,1820,7500
"6232",6232,7203102140,"4/29/2015",3e+05,2,1,1290,2482,2,"WF_NO",0,"Co_3_Med","7",1290,0,2008,0,98053,476.972,-122.025,1290,2482
"6233",6233,40000235,"4/14/2015",380000,5,2.5,2130,8428,2,"WF_NO",0,"Co_3_Med","7",2130,0,2013,0,98168,474.726,-122.282,1500,11810
"6234",6234,2946000285,"03/02/2015",2e+05,3,2,1170,10051,1,"WF_NO",0,"Co_4_High","7",1170,0,1957,0,98198,474.229,-122.324,1440,9800
"6235",6235,6848200221,"09/02/2014",635000,3,3.5,1730,1349,3,"WF_NO",0,"Co_3_Med","9",1350,380,2009,0,98102,476.224,-122.326,1830,3300
"6236",6236,952004725,"11/06/2014",280000,2,1,880,5750,1,"WF_NO",0,"Co_3_Med","6",880,0,1939,0,98126,475.642,-122.379,1190,5750
"6237",6237,7852110050,"6/25/2014",574000,3,2.5,2380,6832,2,"WF_NO",0,"Co_3_Med","8",2380,0,2002,0,98065,475.372,-121.876,2580,6832
"6238",6238,5536100010,"02/04/2015",1050000,4,1,1330,9729,1,"WF_NO",0,"Co_3_Med","6",1330,0,1952,0,98004,476.223,-122.208,2920,10353
"6239",6239,5703000050,"05/08/2014",545000,3,2.25,1780,191228,2,"WF_NO",2,"Co_3_Med","8",1780,0,1988,0,98045,474.575,-121.748,2440,87120
"6240",6240,6071800480,"3/27/2015",271950,3,1.5,1220,8400,1,"WF_NO",0,"Co_4_High","7",1220,0,1962,0,98006,475.467,-122.173,2110,9119
"6241",6241,1954600050,"7/16/2014",630000,5,1.75,2490,24969,1,"WF_NO",2,"Co_4_High","8",1540,950,1959,0,98023,47.336,-122.35,2790,15600
"6242",6242,3819800280,"8/19/2014",4e+05,2,1,1180,10800,1,"WF_NO",0,"Co_3_Med","7",1180,0,1984,0,98011,477.273,-122.236,1600,10800
"6243",6243,7300400170,"09/10/2014",334000,4,2.5,2310,6200,2,"WF_NO",0,"Co_3_Med","8",2310,0,1998,0,98092,473.321,-122.172,2480,6200
"6244",6244,9834201100,"12/22/2014",332500,4,2,1440,4855,2,"WF_NO",0,"Co_4_High","7",1440,0,1972,0,98144,475.717,-122.287,1300,4080
"6245",6245,8850000509,"9/23/2014",525000,2,1.5,1620,1444,2,"WF_NO",0,"Co_3_Med","9",1080,540,2007,0,98144,475.892,-122.309,1660,1642
"6246",6246,4123840470,"2/24/2015",408000,3,2.5,2620,8403,2,"WF_NO",0,"Co_3_Med","8",2620,0,1991,0,98038,473.675,-122.042,2190,7842
"6247",6247,1150900080,"4/27/2015",846450,4,2.5,3710,7491,2,"WF_NO",0,"Co_3_Med","9",3710,0,2003,0,98029,475.596,-122.016,3040,7491
"6248",6248,514500235,"10/20/2014",411100,3,1.5,1040,10323,1,"WF_NO",0,"Co_4_High","7",1040,0,1958,0,98005,475.882,-122.155,1580,7200
"6249",6249,1522059120,"07/09/2014",409124,5,3.25,3320,478.508453811095,2,"WF_NO",0,"Co_4_High","8",2480,840,1999,0,98042,473.904,-122.154,2330,8339
"6250",6250,2895600680,"07/07/2014",335950,2,1.5,800,5192,1,"WF_NO",0,"Co_5_Top","7",800,0,1951,0,98146,475.119,-122.386,1190,5320
"6251",6251,8087800480,"3/31/2015",480000,5,2.5,2040,9597,1,"WF_NO",0,"Co_4_High","7",1240,800,1963,0,98052,476.544,-122.134,1800,8553
"6252",6252,7931000066,"12/24/2014",280000,2,1.75,1960,30144,1,"WF_NO",0,"Co_3_Med","7",980,980,1957,0,98031,474.234,-122.212,1960,10140
"6253",6253,5406500480,"7/21/2014",668000,4,2.5,2670,4410,2,"WF_NO",0,"Co_3_Med","8",2670,0,1999,0,98075,475.978,-122.038,2670,4410
"6254",6254,2540820010,"4/27/2015",750000,4,2.5,2930,8641,2,"WF_NO",0,"Co_3_Med","8",2930,0,2010,0,98034,477.199,-122.246,2120,11175
"6255",6255,3300700470,"5/14/2014",394475,2,1,830,4000,1,"WF_NO",0,"Co_3_Med","6",830,0,1955,0,98117,476.929,-122.379,950,4000
"6256",6256,8823902005,"3/26/2015",848000,5,1.75,2290,4320,2,"WF_NO",0,"Co_3_Med","7",1980,310,1928,0,98105,47.664,-122.31,2870,4320
"6257",6257,6003001760,"9/24/2014",675000,3,1.5,2510,3600,2.5,"WF_NO",0,"Co_4_High","8",2510,0,1907,0,98112,476.195,-122.313,1740,1885
"6258",6258,1432400095,"11/06/2014",175000,3,1,1280,7572,1,"WF_NO",0,"Co_4_High","6",1280,0,1958,0,98058,474.491,-122.176,1170,7667
"6259",6259,2483700095,"11/06/2014",560000,4,1.5,1810,6000,1,"WF_NO",1,"Co_3_Med","8",1350,460,1952,0,98136,475.233,-122.386,2020,6000
"6260",6260,6600220380,"5/31/2014",538888,5,2.75,2080,13189,2,"WF_NO",0,"Co_3_Med","8",2080,0,1987,0,98074,476.288,-122.031,2030,11847
"6261",6261,3990200020,"09/08/2014",359000,4,1.75,1680,9244,2,"WF_NO",0,"Co_3_Med","8",1680,0,1991,0,98166,474.612,-122.352,1840,9387
"6262",6262,112900020,"07/01/2014",3e+05,3,2.25,1660,5128,2,"WF_NO",0,"Co_3_Med","7",1660,0,2001,0,98019,477.362,-121.967,1680,4652
"6263",6263,8700110020,"9/17/2014",273000,3,2.5,1650,5994,2,"WF_NO",0,"Co_4_High","7",1650,0,1989,0,98030,473.603,-122.19,1930,6666
"6264",6264,9831200221,"07/10/2014",670000,3,2.5,1420,1438,2,"WF_NO",0,"Co_3_Med","9",1280,140,2003,0,98102,476.265,-122.323,1490,1439
"6265",6265,8078400010,"11/18/2014",530000,4,2.25,2240,8376,1,"WF_NO",0,"Co_3_Med","8",1740,500,1984,0,98074,476.323,-122.029,1890,7875
"6266",6266,9550200225,"07/11/2014",625000,3,1.5,1230,3060,1,"WF_NO",0,"Co_3_Med","7",910,320,1927,0,98103,47.667,-122.333,1260,4488
"6267",6267,2946001950,"05/05/2015",248000,3,1,1260,6000,1,"WF_NO",0,"Co_4_High","6",1260,0,1954,0,98198,474.187,-122.323,1520,6600
"6268",6268,3905050280,"8/19/2014",533000,3,2.5,2060,4812,1,"WF_NO",0,"Co_3_Med","8",2060,0,1990,0,98029,475.793,-122.002,1930,5264
"6269",6269,3026059341,"12/11/2014",549950,4,3.5,3090,10510,1,"WF_NO",0,"Co_3_Med","8",2190,900,1991,0,98034,477.176,-122.214,2200,7408
"6270",6270,7292700005,"10/14/2014",485000,4,1.75,3220,7392,1,"WF_NO",0,"Co_4_High","8",2010,1210,1959,0,98177,477.719,-122.361,1660,8363
"6271",6271,8856970440,"05/06/2015",353500,3,2.5,2020,4845,2,"WF_NO",0,"Co_3_Med","7",2020,0,2001,0,98038,473.848,-122.033,1930,5134
"6272",6272,7504001440,"9/15/2014",435000,2,1.75,1910,12142,1,"WF_NO",0,"Co_3_Med","9",1910,0,1976,0,98074,476.276,-122.053,2580,12326
"6273",6273,8068000305,"11/04/2014",241000,3,1,1150,10000,1,"WF_NO",0,"Co_3_Med","6",1000,150,1951,0,98178,475.075,-122.262,1340,10000
"6274",6274,1681400010,"5/19/2014",885000,4,2.75,2730,3560,1.5,"WF_NO",0,"Co_3_Med","8",1550,1180,1921,2007,98115,476.737,-122.304,1860,3560
"6275",6275,6850700670,"5/13/2014",799200,6,3,2890,2370,2.5,"WF_NO",0,"Co_3_Med","7",2290,600,1906,0,98102,476.227,-122.323,2180,2460
"6276",6276,1546600020,"1/14/2015",760000,3,2.5,2280,12746,1,"WF_NO",0,"Co_4_High","8",1490,790,1973,0,98005,476.362,-122.175,2100,12746
"6277",6277,8071000050,"11/13/2014",270000,2,1,1040,5700,1,"WF_NO",0,"Co_3_Med","6",1040,0,1922,0,98118,47.519,-122.26,1380,5700
"6278",6278,1036000280,"2/17/2015",675000,4,1.75,2440,7475,1,"WF_NO",0,"Co_4_High","9",2040,400,1969,0,98052,476.339,-122.096,2040,8480
"6279",6279,5422560380,"12/22/2014",499000,3,2.5,1720,5940,1,"WF_NO",0,"Co_4_High","8",1000,720,1977,0,98052,476.631,-122.129,1720,6136
"6280",6280,1762600280,"7/14/2014",1200000,3,2.5,3430,28718,1.5,"WF_NO",0,"Co_3_Med","10",3430,0,1984,0,98033,476.477,-122.183,3440,35021
"6281",6281,5416500840,"6/27/2014",320000,4,2.5,2570,4865,2,"WF_NO",0,"Co_3_Med","8",2570,0,2005,0,98038,473.588,-122.038,2570,4933
"6282",6282,3523069008,"05/05/2015",890000,4,3.25,4360,210254,1,"WF_NO",0,"Co_3_Med","10",2320,2040,2000,0,98038,474.375,-122.008,2410,87120
"6283",6283,8001210170,"8/22/2014",275000,4,2.75,2060,7350,1,"WF_NO",0,"Co_3_Med","7",1210,850,1978,0,98001,473.424,-122.275,1940,7420
"6284",6284,6806300920,"06/10/2014",490000,4,2.5,3020,8302,2,"WF_NO",0,"Co_4_High","10",3020,0,1994,0,98042,47.363,-122.127,3020,8406
"6285",6285,9826701665,"7/25/2014",550000,3,2.5,2340,4200,1.5,"WF_NO",0,"Co_3_Med","7",1540,800,1906,0,98122,476.033,-122.303,1590,4200
"6286",6286,2253200010,"05/07/2015",390000,5,2,2400,9537,1,"WF_NO",0,"Co_5_Top","7",1210,1190,1959,0,98056,475.112,-122.186,1760,9533
"6287",6287,1941400080,"10/20/2014",277000,3,2.25,1610,11920,1,"WF_NO",0,"Co_4_High","7",1110,500,1968,0,98032,473.683,-122.279,1690,11839
"6288",6288,3317010130,"3/17/2015",236000,3,1.75,1090,7647,1,"WF_NO",0,"Co_3_Med","7",1090,0,1994,0,98003,472.613,-122.302,1660,9219
"6289",6289,1721059230,"03/04/2015",265953,3,1.75,1470,13068,1,"WF_NO",0,"Co_4_High","7",1470,0,1975,0,98092,473.096,-122.197,2090,16988
"6290",6290,9328500630,"03/02/2015",545000,3,2.25,1670,6240,1,"WF_NO",0,"Co_4_High","8",1240,430,1974,0,98008,476.413,-122.113,1910,7000
"6291",6291,6301800020,"05/06/2014",535000,3,2.5,1850,10109,2,"WF_NO",0,"Co_3_Med","8",1850,0,1991,0,98034,477.163,-122.229,1780,9660
"6292",6292,7855000460,"10/07/2014",1450000,3,2.75,3940,9671,1,"WF_NO",4,"Co_5_Top","9",2140,1800,1967,0,98006,475.654,-122.158,3390,9360
"6293",6293,9320350020,"6/30/2014",490000,4,3,2330,3497,2,"WF_NO",0,"Co_3_Med","9",1920,410,2003,0,98108,47.554,-122.308,2330,5242
"6294",6294,7849201061,"04/08/2015",319950,4,2.5,2020,7200,1.5,"WF_NO",0,"Co_4_High","6",2020,0,1954,0,98065,475.223,-121.818,1440,7200
"6295",6295,3885805640,"07/04/2014",625000,3,1.5,1300,7200,1,"WF_NO",0,"Co_5_Top","7",1300,0,1960,0,98033,476.821,-122.196,2280,7200
"6296",6296,8960200630,"2/20/2015",248000,3,1,1180,6947,1,"WF_NO",0,"Co_4_High","7",1180,0,1968,0,98031,474.233,-122.177,1760,8657
"6297",6297,1736800920,"4/21/2015",475000,3,1.75,1320,7840,1,"WF_NO",0,"Co_3_Med","8",1320,0,1966,0,98007,476.024,-122.143,2050,7644
"6298",6298,6152900402,"6/19/2014",410000,6,2.75,2520,9324,1,"WF_NO",0,"Co_4_High","7",1320,1200,1962,0,98155,477.636,-122.294,1820,11000
"6299",6299,9822700255,"05/05/2014",670000,3,2.5,1680,2000,3,"WF_NO",0,"Co_3_Med","9",1680,0,1909,1998,98105,476.604,-122.29,1950,5000
"6300",6300,1423069102,"3/31/2015",430000,3,2.5,2000,35438,2,"WF_NO",0,"Co_3_Med","7",2000,0,1968,2005,98027,474.733,-121.994,2000,51836
"6301",6301,5279100675,"10/28/2014",313000,2,1,1180,4900,1,"WF_NO",0,"Co_5_Top","6",1180,0,1954,0,98027,475.321,-122.029,1650,7121
"6302",6302,2524049056,"7/14/2014",950000,3,3.25,3330,15093,2.5,"WF_NO",0,"Co_3_Med","9",3330,0,1988,0,98040,475.395,-122.242,4340,20031
"6303",6303,4232400470,"5/27/2014",751750,2,2,1880,5400,1.5,"WF_NO",0,"Co_3_Med","8",1880,0,1902,0,98112,476.238,-122.311,1590,5400
"6304",6304,8562740440,"09/09/2014",760000,4,2.5,2990,5280,2,"WF_NO",0,"Co_3_Med","9",2210,780,2003,0,98027,475.353,-122.066,2990,6299
"6305",6305,8114000020,"1/28/2015",310650,3,1.75,1510,12408,1,"WF_NO",0,"Co_4_High","7",1510,0,1969,0,98059,475.069,-122.141,1480,17800
"6306",6306,6600780130,"05/02/2014",367500,4,3,3110,7231,2,"WF_NO",0,"Co_3_Med","8",3110,0,1997,0,98092,473.279,-122.191,2820,7311
"6307",6307,5100403947,"08/04/2014",580000,4,2.5,2150,5000,2,"WF_NO",0,"Co_3_Med","8",2150,0,2001,0,98115,476.962,-122.314,2030,6380
"6308",6308,1189000825,"07/02/2014",580000,3,2.25,1900,3960,1.5,"WF_NO",0,"Co_3_Med","8",1200,700,1905,0,98122,476.122,-122.298,1310,3960
"6309",6309,3066400080,"06/02/2014",665000,4,2.5,2720,10000,2,"WF_NO",0,"Co_3_Med","10",2720,0,1987,0,98074,476.293,-122.051,2720,10020
"6310",6310,2214800630,"11/05/2014",239950,3,2.25,1560,8280,2,"WF_NO",0,"Co_4_High","7",1560,0,1979,0,98001,473.393,-122.259,1920,8120
"6311",6311,4027701253,"8/13/2014",470000,4,2.5,1990,30083,2,"WF_NO",0,"Co_3_Med","8",1990,0,1998,0,98155,477.678,-122.272,2220,11627
"6312",6312,9547205260,"8/15/2014",733000,3,1.75,1740,3060,1,"WF_NO",0,"Co_5_Top","8",950,790,1930,2014,98115,476.816,-122.31,1800,3960
"6313",6313,9320600020,"1/30/2015",250000,4,2,2130,8400,1,"WF_NO",0,"Co_3_Med","7",1350,780,1962,0,98031,474.133,-122.209,1550,8596
"6314",6314,2807100095,"09/08/2014",402000,4,1.75,1510,9176,1,"WF_NO",0,"Co_5_Top","7",1510,0,1957,0,98133,477.651,-122.339,1480,9176
"6315",6315,8067000020,"06/11/2014",295000,5,3.5,2100,5107,2,"WF_NO",0,"Co_3_Med","7",1410,690,1999,0,98178,475.108,-122.257,1410,5650
"6316",6316,8731980440,"10/16/2014",355000,5,2.5,2344,8000,1,"WF_NO",0,"Co_4_High","8",1560,784,1976,0,98023,473.185,-122.377,2344,8000
"6317",6317,5112800233,"09/09/2014",289000,3,1.5,1970,22486,1,"WF_NO",0,"Co_4_High","6",1970,0,1968,0,98058,474.511,-122.089,1850,20160
"6318",6318,6141600179,"11/12/2014",376000,3,2.25,1470,9140,2,"WF_NO",2,"Co_3_Med","7",1470,0,1982,0,98133,477.162,-122.349,1400,8204
