"X.2","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final","target"
4900,4900,11.3819904216723,-21.8838004737691,9407150130,"12/1/2014",240000,4,2.5,1980,7264,2,0,0,3,7,1980,0,1996,0,98038,47.3678,-122.019,1600,6380,3,5,"low","0"
4904,4904,-0.788025662522277,-25.9241837488111,8691300420,"8/4/2014",815000,5,3.5,3500,10794,2,0,0,3,10,3500,0,1996,0,98075,47.5887,-121.974,3110,10837,3,4,"med","1"
4905,4905,10.6184365350307,4.8386599199649,5450300010,"9/2/2014",572000,3,1.5,1680,13751,1,0,0,4,7,1680,0,1951,0,98040,47.5716,-122.227,1760,13500,2,3,"med","0"
4906,4906,-2.93265162095705,-7.93915038709789,339600460,"10/17/2014",419500,3,2.5,1360,3188,2,0,0,3,7,1360,0,1986,0,98052,47.6831,-122.096,1090,3188,3,8,"top","0"
4907,4907,25.9061174161694,-1.85245630129256,9264910920,"9/3/2014",298700,3,2.25,2110,7350,1,0,0,3,8,1530,580,1980,0,98023,47.3088,-122.341,2640,7777,2,9,"low","0"
4908,4908,-17.4674740690088,5.54312617528094,121029034,"6/24/2014",549000,2,1,2034,13392,1,1,4,5,7,1159,875,1947,0,98070,47.3312,-122.503,1156,15961,2,2,"top","0"
4909,4909,-5.44206770669313,8.46654132227653,2123049420,"4/22/2015",278000,3,1.5,1900,9994,1,0,0,3,7,1120,780,1960,0,98168,47.4729,-122.301,1900,9994,1,6,"med","0"
4911,4911,-13.9381564231955,9.27210971485155,6117500430,"8/19/2014",925000,5,3.5,4050,13495,1,0,2,4,9,2230,1820,1988,0,98166,47.4384,-122.352,3210,13495,2,6,"med","1"
4913,4913,1.97415233391008,-14.4103671060108,3629830050,"10/1/2014",620000,4,4,2850,2970,2,0,0,3,8,2120,730,1999,0,98029,47.547,-122.01,2380,3559,3,8,"top","0"
4914,4914,-4.75212647819049,6.15904095537598,9257900010,"4/22/2015",499900,4,2.25,2360,7650,1,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,1,6,"med","0"
4915,4915,-28.0087868669582,5.31432009976126,6072000440,"2/6/2015",620000,5,3,2540,11422,1,0,0,3,8,1270,1270,1962,2014,98006,47.5459,-122.176,2090,10741,2,2,"top","0"
4916,4916,-1.88978207761151,18.9471884825497,6844702630,"11/8/2014",450000,3,1.75,1160,6120,1,0,0,3,7,1040,120,1941,0,98115,47.6926,-122.287,1530,6120,1,1,"low","0"
4917,4917,0.984428011280247,-15.4405365403975,3630090050,"2/20/2015",690000,4,3.5,2710,2147,2,0,0,3,10,2220,490,2007,0,98029,47.5468,-121.994,2650,2252,3,8,"top","1"
4918,4918,1.73291251498717,-17.9616748745314,9809000020,"5/13/2014",1900000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,3,4,"med","1"
4919,4919,1.66646988234918,-17.8883608912978,9809000020,"3/13/2015",1940000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,3,4,"med","1"
4920,4920,-28.35931643548,5.98732856623326,5021900050,"8/18/2014",832500,3,2,1870,9527,1,0,0,4,7,1870,0,1951,1997,98040,47.5777,-122.224,1970,11904,2,2,"top","1"
4921,4921,7.35457416445684,16.0335574964567,1003600080,"11/7/2014",245000,3,1,1010,9678,1,0,0,5,7,1010,0,1955,0,98188,47.4396,-122.285,1010,9375,2,1,"low","0"
4923,4923,9.65211445831939,-16.0076653707573,2395710020,"8/7/2014",369000,4,2.75,2420,6495,2,0,0,3,8,2420,0,2005,0,98038,47.3771,-122.029,2420,6200,3,5,"low","0"
4924,4924,-2.93994944115097,-24.5018340969316,7203230010,"10/15/2014",1050000,4,3.25,3830,8331,2,0,0,3,9,3830,0,2014,0,98053,47.6906,-122.019,4080,8425,3,4,"med","1"
4925,4925,-21.4249342956721,-12.3371343225802,9830200380,"9/17/2014",653000,3,3,3040,5067,3,0,2,3,10,3040,0,1993,0,98118,47.5409,-122.267,1820,5998,3,7,"med","1"
4926,4926,22.3316992046595,-7.5616922582472,9407111100,"4/22/2015",220650,2,1.75,1460,10500,1,0,0,3,7,1460,0,1980,0,98045,47.4461,-121.768,1340,9600,1,9,"low","0"
4927,4927,-7.27193913662873,4.86514457964542,9572000080,"6/16/2014",3e+05,5,3,1940,6355,1,0,0,3,8,1200,740,2007,0,98168,47.498,-122.322,1940,5033,3,6,"med","0"
4931,4931,14.5510387803595,6.01551028966369,421000285,"4/23/2015",268000,4,1.5,1730,7020,1.5,0,0,4,5,1730,0,1953,0,98056,47.4939,-122.167,1110,7020,2,9,"low","0"
4932,4932,-8.27273094251214,20.5798735424698,3277801640,"12/2/2014",440000,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1929,0,98126,47.5445,-122.375,1380,1590,1,1,"low","0"
4933,4933,-23.233133481226,7.15030364014277,1250203070,"5/14/2014",1400000,3,2.5,2550,7200,2,0,2,3,10,2550,0,1981,2013,98144,47.5996,-122.288,2030,3500,3,2,"top","1"
4934,4934,1.59088817223855,-23.4276134052688,8077200470,"7/18/2014",590000,4,2.5,2290,11072,2,0,0,3,9,2290,0,1986,0,98074,47.6283,-122.03,2340,9774,3,4,"med","0"
4935,4935,18.8132728129185,1.44511473073729,302000545,"1/27/2015",359000,4,2.25,2710,22860,1,0,0,4,7,1850,860,1962,0,98001,47.3207,-122.266,1700,22860,2,9,"low","0"
4937,4937,4.74168386884416,-15.646929571092,3343901403,"12/16/2014",635000,4,2.5,2930,8679,2,0,0,3,8,2930,0,2014,0,98056,47.5164,-122.19,2030,7264,3,5,"low","0"
4938,4938,13.0512025912803,-13.8783011741424,1121059030,"10/13/2014",559000,3,2.5,3110,217800,2,0,0,3,9,3110,0,2001,0,98092,47.3281,-122.124,2220,217800,3,5,"low","0"
4940,4940,2.31968454617492,6.74037407513919,1136100006,"1/27/2015",625000,2,1.5,1110,118047,1,0,0,3,7,1110,0,1961,0,98072,47.7467,-122.128,2970,43500,1,3,"med","0"
4941,4941,5.97615150203103,-2.79235756455904,7923300285,"3/12/2015",650000,4,2.25,2440,9320,1,0,0,4,7,1880,560,1957,0,98007,47.5933,-122.135,1530,9335,2,3,"med","1"
4942,4942,15.0043469293061,-0.594158130058959,1823059028,"2/24/2015",312500,4,1.75,2280,7840,1,0,0,3,7,1280,1000,1957,0,98055,47.4809,-122.224,2120,7260,2,9,"low","0"
4944,4944,1.71520821987276,-1.77469255734927,9512500680,"11/19/2014",425000,4,1.75,1980,8400,1,0,0,3,7,1330,650,1968,0,98052,47.6721,-122.152,1920,8400,1,3,"med","0"
4945,4945,13.0450295726058,-1.05844902294617,3421069120,"2/19/2015",329999,3,2.75,3360,41250,1,0,0,4,7,1820,1540,1988,0,98022,47.2604,-122.023,2580,98881,2,3,"med","0"
4946,4946,-1.01056666677817,-13.6536792317482,4376700430,"7/16/2014",572000,5,2.25,2340,9225,2,0,0,3,8,2340,0,1973,0,98052,47.6369,-122.098,2140,9348,3,8,"top","0"
4947,4947,9.15561650728502,-21.0828698743619,8562890430,"4/7/2015",386500,4,2.5,3110,5048,2,0,0,3,8,3110,0,2002,0,98042,47.3782,-122.125,3110,5190,3,5,"low","0"
4949,4949,0.701903870839215,20.9116044870405,7228500094,"12/12/2014",278000,4,2,1480,6324,1,0,0,3,7,1480,0,1943,0,98122,47.6147,-122.302,1480,3600,1,1,"low","0"
4950,4950,2.82760969910716,-3.89926879171142,8078700020,"6/3/2014",474900,3,2.25,1800,43647,1,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,2,3,"med","0"
4951,4951,-8.80759317313965,14.8172195252332,5035300255,"4/14/2015",450000,2,1.75,2130,6574,1,0,0,3,8,1500,630,1946,0,98199,47.6529,-122.411,2130,6275,1,1,"low","0"
4952,4952,-0.440223790961585,23.1635375762945,9528104985,"11/4/2014",611000,2,1,1270,5100,1,0,0,3,7,1100,170,1900,0,98115,47.6771,-122.328,1670,3900,1,1,"low","0"
4956,4956,-5.99134842803569,29.7461351908021,5606000233,"4/24/2015",1e+06,5,2.75,1510,5700,2,0,1,4,7,1510,0,1946,0,98105,47.6653,-122.27,2190,5700,1,1,"low","1"
4957,4957,5.68505736981558,-17.375953909743,5214500660,"5/5/2015",525000,4,2.5,3070,7200,2,0,0,3,8,3070,0,2005,0,98059,47.4899,-122.138,2590,7200,3,5,"low","0"
4958,4958,-2.62797546630678,-10.1928727594063,3578110020,"10/1/2014",436000,3,2.25,1800,6680,2,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621,3,8,"top","0"
4959,4959,0.711653884959538,3.72252451681348,3578401330,"7/18/2014",450000,3,1.75,1540,9154,1,0,0,3,8,1540,0,1983,0,98074,47.6207,-122.042,1990,10273,2,3,"med","0"
4962,4962,16.3507000257424,-16.684094873732,4014400190,"7/14/2014",482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934,3,5,"low","0"
4963,4963,-3.05827202051465,-27.0652262758407,8678500020,"12/13/2014",1580000,4,3.5,5830,131116,2,0,0,3,11,5830,0,2005,0,98024,47.5986,-121.949,5340,207206,3,4,"med","1"
4964,4964,-26.6763263968094,5.62206294190369,6918700130,"8/11/2014",749000,3,2.5,3380,7126,2,0,0,3,8,3380,0,1965,2003,98008,47.6276,-122.122,1810,7308,3,2,"top","1"
4967,4967,22.3988588964448,5.26175261446214,2938100010,"9/24/2014",239000,3,1.75,1470,8925,1,0,0,4,7,1470,0,1957,0,98022,47.2026,-122,1430,9282,2,9,"low","0"
4968,4968,-1.59245273082055,-20.8289365069929,8564950250,"1/7/2015",528000,3,2.5,2810,4932,2,0,0,3,8,2810,0,2003,0,98011,47.7739,-122.227,2470,4919,3,4,"med","0"
4970,4970,-11.2174999621594,-22.4524532765252,280610020,"9/2/2014",825000,4,3.25,4110,14219,2,0,2,4,10,2570,1540,1979,0,98028,47.7382,-122.264,2760,12283,3,8,"top","1"
4971,4971,-14.3876368260846,-2.68458884728518,2487200938,"11/26/2014",815000,5,3.25,3230,5000,2,0,1,3,9,2350,880,2002,0,98136,47.5202,-122.393,1520,5000,3,7,"med","1"
4972,4972,-4.60728053798306,-13.8958588272939,1775500362,"10/13/2014",625000,4,2.5,2601,34335,2,0,0,3,9,2601,0,1995,0,98072,47.742,-122.087,2080,32336,3,8,"top","0"
4973,4973,-14.3509602389846,12.7838486314054,2483200010,"10/7/2014",690000,3,1.75,2070,6000,1,0,3,3,8,1340,730,1955,0,98136,47.5226,-122.382,2200,6000,1,6,"med","1"
4974,4974,1.93516245180606,15.9207122267148,4365700130,"3/25/2015",210000,3,1,1660,7440,1,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440,1,1,"low","0"
4978,4978,-4.22772029529482,26.3343983200006,9161100795,"5/6/2015",476900,3,1,1240,5758,1.5,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,1,1,"low","0"
4979,4979,10.2376957246796,-4.04106452025763,5561300380,"8/7/2014",450000,4,2.5,2500,36254,1,0,0,4,8,1590,910,1978,0,98027,47.4685,-122.004,2360,36254,2,3,"med","0"
4980,4980,-4.89074932468317,-10.1700487208144,1443550020,"5/6/2015",570000,4,2.5,2640,11816,2,0,0,3,8,2640,0,1999,0,98019,47.733,-121.968,2400,11816,3,8,"top","0"
4981,4981,-3.80344284532693,26.7761984122531,9547201155,"10/16/2014",567500,3,1,1440,3060,1.5,0,0,4,7,1440,0,1910,0,98115,47.6769,-122.307,1440,3570,1,1,"low","0"
4982,4982,-10.6506252520957,-21.803942637853,3625059120,"10/23/2014",790000,5,3.25,3030,20446,2,0,2,3,9,2130,900,1976,0,98008,47.6133,-122.106,2890,20908,3,8,"top","1"
4983,4983,10.4521106455757,1.74343580968662,644000185,"7/7/2014",875000,3,1.5,1820,12686,1,0,0,4,7,1820,0,1952,0,98004,47.5886,-122.195,3020,11550,2,3,"med","1"
4984,4984,4.76383659393895,-19.4790553736549,5710500010,"6/10/2014",490000,3,2,2220,10275,2,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,3,4,"med","0"
4988,4988,2.40159180828491,0.615000537158587,6204400130,"7/18/2014",395000,3,1.75,1620,8085,1,0,0,3,7,1210,410,1976,0,98011,47.7349,-122.197,1700,8085,1,3,"med","0"
4989,4989,-0.22127175901192,26.1284870625845,9274203190,"6/11/2014",650000,2,1,1030,5750,1,0,0,5,8,1030,0,1928,0,98116,47.5861,-122.391,1570,5750,1,1,"low","1"
4990,4990,-6.49641826766328,-12.0182134179531,293610020,"3/4/2015",637000,4,2.75,2900,5803,2,0,0,3,9,2900,0,2007,0,98028,47.7368,-122.232,2900,6212,3,8,"top","0"
4991,4991,-27.5048534666306,5.65708098638906,3583400130,"10/14/2014",692500,3,2.25,3420,9900,1,0,0,3,9,1710,1710,1963,2004,98028,47.7412,-122.256,2290,10700,2,2,"top","1"
4992,4992,17.927058990226,7.78910021354497,7230400430,"9/30/2014",322400,3,1.75,1710,15844,1,0,0,4,8,1710,0,1964,0,98059,47.4706,-122.1,1990,20359,2,9,"low","0"
4994,4994,0.177371860623282,-2.32844063862485,6817801410,"6/24/2014",4e+05,3,2,1230,11413,1,0,0,3,7,990,240,1984,0,98074,47.6321,-122.034,1570,11517,1,3,"med","0"
4995,4995,-6.96693302763576,26.6490272553405,6430500010,"6/20/2014",547000,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,1,1,"low","0"
4996,4996,-26.710619824515,11.1881362198195,3023049215,"7/2/2014",519000,5,2.25,2570,13054,1,0,1,3,8,1470,1100,1950,1992,98166,47.4487,-122.352,2570,19807,1,2,"top","0"
4997,4997,-5.51141169491008,-0.924513321697993,3625710080,"6/26/2014",1030000,4,3.5,3320,19850,1,0,2,4,10,2040,1280,1977,0,98040,47.527,-122.228,3240,15470,2,3,"med","1"
4998,4998,4.25637818961707,17.5894835714093,3390600010,"5/2/2014",365000,3,1,1090,6435,1,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,1,1,"low","0"
5000,5000,11.203581596442,1.77358728094539,1036000080,"10/9/2014",525000,3,1.75,1970,8000,1,0,0,4,8,1970,0,1968,0,98052,47.6324,-122.1,1910,8000,2,3,"med","0"
5001,5001,7.77175566926539,-15.3380622278387,1561930020,"5/22/2014",430000,4,3,3220,8936,2,0,0,3,9,2450,770,1990,0,98031,47.4208,-122.213,2810,10500,3,5,"low","0"
5002,5002,4.56385898460636,4.50188372472657,3876100080,"12/15/2014",325000,3,1,1600,7500,1,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200,2,3,"med","0"
5003,5003,5.73071187745811,21.8914297443258,7454000605,"7/10/2014",279000,2,1,670,6300,1,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300,1,1,"low","0"
5004,5004,-9.38008681044561,24.8999068001121,1870400635,"3/11/2015",805000,4,1.75,2360,4750,2,0,0,5,7,1660,700,1911,0,98115,47.6729,-122.293,1810,4750,1,1,"low","1"
5007,5007,-9.65353296419989,27.0425063500703,6413600275,"7/24/2014",446000,4,1.75,1730,5922,2,0,0,5,7,1730,0,1949,0,98125,47.7188,-122.321,1700,6127,1,1,"low","0"
5008,5008,3.83173319283319,2.64703609719059,2888000020,"3/2/2015",455000,5,2,2500,7860,1,0,0,3,7,1040,1460,1963,0,98034,47.7212,-122.226,2060,9684,2,3,"med","0"
5009,5009,2.81747101642082,16.8599059889247,3298700426,"7/9/2014",226550,3,1,990,4440,1,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,1,1,"low","0"
5011,5011,12.328371727236,-10.6585948001308,5469500020,"5/5/2015",439950,3,2.25,2170,15000,2,0,0,4,8,2170,0,1978,0,98042,47.3863,-122.158,2430,14256,3,5,"low","0"
5012,5012,-3.17023817411617,6.83993770903981,6430000280,"12/16/2014",453000,4,2,1880,5100,1,0,0,3,8,1880,0,1952,0,98103,47.6872,-122.349,1610,4590,1,6,"med","0"
5014,5014,-6.2991545293812,27.532916077373,8021700715,"5/14/2014",702500,3,1.5,2360,6750,2,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,1320,4500,1,1,"low","1"
5015,5015,22.2757492995042,1.18574390249405,5151600170,"10/16/2014",285000,3,1.5,1780,12231,1,0,0,4,8,1780,0,1956,0,98003,47.335,-122.321,2460,12663,2,9,"low","0"
5018,5018,4.49334283162641,-7.72314317391493,5706200170,"12/16/2014",425000,3,1.75,1680,14630,1.5,0,0,3,8,1680,0,1985,0,98027,47.5272,-122.044,1920,14630,3,8,"top","0"
5019,5019,-1.89690957326066,-19.1467135724132,5536500020,"7/16/2014",540000,4,2.5,2290,4450,2,0,0,3,9,2290,0,2004,0,98072,47.7385,-122.169,2570,5096,3,4,"med","0"
5020,5020,-9.81815847342029,-16.2702269817371,98000950,"12/10/2014",1060000,4,5.25,4140,14757,2,0,2,3,11,4140,0,2005,0,98075,47.5871,-121.969,4440,15523,3,8,"top","1"
5021,5021,-22.6904850237748,-7.50827381144591,3362401611,"3/25/2015",1170000,4,3.75,3920,4500,3,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346,2040,3000,3,7,"med","1"
5023,5023,1.31589284988567,-1.80945883758313,7199330010,"4/17/2015",525000,3,1.75,1720,7200,1,0,0,3,7,1140,580,1977,0,98052,47.6977,-122.132,1700,8400,1,3,"med","0"
5026,5026,12.9978713508616,0.164222520118159,3342102880,"8/11/2014",464000,3,2.5,2460,5400,1,0,0,4,8,1520,940,2001,0,98056,47.5231,-122.202,1745,5400,3,9,"low","0"
5027,5027,13.8883593561503,-11.289341673449,2557000630,"7/7/2014",266000,4,2.25,1995,7102,2,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950,3,5,"low","0"
5028,5028,-7.44369593111641,-14.9513268388009,1117200190,"8/4/2014",775000,3,2.5,3010,74390,2,0,0,3,10,3010,0,1998,0,98053,47.6442,-121.999,3240,109771,3,8,"top","1"
5029,5029,-25.1048428180994,11.7616288985335,8122100130,"6/18/2014",415000,3,1.75,1270,4800,1,0,0,3,7,1270,0,1952,2014,98126,47.5362,-122.376,1220,4800,1,2,"top","0"
5032,5032,-7.22272622687696,9.09896272141538,3300790670,"6/20/2014",280000,3,2,1470,8089,1,0,0,3,7,1470,0,1987,0,98198,47.3878,-122.316,1530,7721,2,6,"med","0"
5034,5034,21.7888505335007,2.08207318332666,4388000460,"10/14/2014",195000,3,1,1070,7615,1,0,0,4,7,1070,0,1969,0,98023,47.3189,-122.373,1240,6906,2,9,"low","0"
5035,5035,20.971012212346,1.8742425554403,3224800010,"11/12/2014",235000,3,1.5,1660,8738,1,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466,2,9,"low","0"
5039,5039,-11.2024958545641,25.2164584289262,4219400290,"5/2/2014",1200000,5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600,1,1,"low","1"
5044,5044,-1.24361762961125,-3.25910195814591,9526500080,"7/29/2014",337000,4,2,1590,8779,1,0,0,3,8,1590,0,2001,0,98019,47.7408,-121.974,2090,9600,3,3,"med","0"
5045,5045,-5.59007727760342,-2.36348593450598,7856410430,"5/30/2014",1390000,6,2.75,5700,20000,1,0,4,4,10,2850,2850,1977,0,98006,47.5601,-122.16,3690,15700,2,3,"med","1"
5047,5047,14.9456530072212,-5.84194642233598,3444910020,"7/15/2014",350000,3,3,3200,35782,1,0,0,3,8,2360,840,1978,0,98042,47.4121,-122.154,3090,37887,2,9,"low","0"
5048,5048,16.8902080245053,1.83762869224815,2025700130,"1/29/2015",269950,3,2.25,1510,6000,1,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,2,9,"low","0"
5050,5050,-11.461434048703,25.1401521823788,4217400305,"3/31/2015",1300000,4,2.5,3070,4000,2,0,0,4,8,2070,1000,1940,0,98105,47.659,-122.281,2560,4000,1,1,"low","1"
5054,5054,-0.0911862835944851,24.1342773738566,7750500275,"8/7/2014",397500,4,1.75,2220,4760,1,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,1,1,"low","0"
5055,5055,-9.04595852666551,-17.0234842559113,1125069153,"8/22/2014",1530000,4,3.5,5990,111078,2,0,0,3,11,5990,0,2004,0,98053,47.667,-121.994,4690,118918,3,8,"top","1"
5056,5056,-1.17156539912092,-9.91326826316517,1425059178,"5/7/2014",460000,3,2,1760,9055,2,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.128,2010,9383,3,8,"top","0"
5057,5057,0.889262562372195,28.5772666779894,6671900130,"12/16/2014",370000,4,2.75,2200,5207,1,0,0,5,7,1120,1080,1951,0,98133,47.74,-122.343,1210,6008,1,1,"low","0"
5058,5058,2.08546968868896,15.8333844408511,3172600151,"3/25/2015",250000,4,1,1550,7296,1.5,0,0,3,6,1550,0,1957,0,98106,47.5184,-122.366,1370,7680,1,1,"low","0"
5059,5059,-2.76520490338418,-26.7686672354969,7237550020,"7/3/2014",1100000,4,3.75,5070,60123,2,0,0,3,11,5070,0,2000,0,98053,47.6567,-122.004,4920,101930,3,4,"med","1"
5060,5060,-19.3217666752258,-5.20040219629348,1934800078,"9/30/2014",430000,2,2.25,1040,1516,2,0,0,3,8,1040,0,2008,0,98122,47.6037,-122.307,1560,1920,3,7,"med","0"
5061,5061,-9.07497997640986,26.2196714446953,4385700660,"8/7/2014",1090000,3,1.5,2560,4000,1.5,0,0,5,8,1660,900,1927,0,98112,47.6384,-122.279,2560,4000,1,1,"low","1"
5063,5063,-8.36869981792905,11.9664622872507,2624049167,"4/23/2015",461550,3,1.5,2090,11895,1,0,0,3,7,1790,300,1954,0,98118,47.5362,-122.267,2180,11072,1,1,"low","0"
5064,5064,4.59275238039666,-21.484620398906,8929000380,"8/5/2014",479990,3,2.5,2010,2386,2,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.998,1690,1870,3,4,"med","0"
5066,5066,1.28574990812397,-20.9717758376058,8861500080,"9/30/2014",607000,3,2.75,2810,12813,2,0,0,3,8,2040,770,1988,0,98052,47.6796,-122.114,1890,10336,3,4,"med","0"
5067,5067,2.16787918848525,-7.71375983778252,1592000780,"5/23/2014",625000,3,2.5,2600,10092,1,0,0,3,9,2600,0,1984,0,98074,47.6223,-122.032,2440,9298,3,8,"top","0"
5068,5068,-26.3624472018289,10.6608222470417,2484200080,"7/29/2014",731100,3,2.5,2060,8778,1,0,0,3,8,1160,900,1953,2010,98136,47.5245,-122.384,1990,7560,1,2,"top","1"
5069,5069,5.2535142382634,-18.2813556155821,2322059136,"3/9/2015",859000,3,2.5,2920,434728,2,0,3,4,8,2920,0,1999,0,98042,47.3809,-122.13,3150,55216,3,4,"med","1"
5070,5070,9.40415984174891,-10.8145689169561,2591820080,"11/3/2014",435000,4,2.5,2130,10375,2,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,3,5,"low","0"
5071,5071,-29.2421610519134,5.97496100874151,5729000080,"10/29/2014",465000,3,3,2290,15600,1,0,0,3,8,1420,870,1948,1990,98001,47.3558,-122.29,1890,14143,2,2,"top","0"
5072,5072,-4.14983437844627,23.2387427989221,5100402764,"4/15/2015",740000,3,1,1230,6380,1.5,0,0,3,7,1230,0,1927,0,98115,47.6947,-122.315,1250,6380,1,1,"low","1"
5073,5073,9.25901587287211,-4.06609020777411,5454000010,"12/10/2014",740000,3,1.75,2020,9478,1,0,0,4,9,2020,0,1961,0,98040,47.5383,-122.238,3050,15594,2,3,"med","1"
5076,5076,12.1766237939154,-21.5261497561108,9485300190,"10/9/2014",3e+05,4,2.5,1910,8058,2,0,0,3,8,1910,0,1992,0,98031,47.3891,-122.172,1910,6500,3,5,"low","0"
5077,5077,2.22799174724352,6.49173087461684,326069132,"2/20/2015",643000,3,1.5,1780,214315,1,0,0,3,7,1780,0,1954,0,98077,47.7631,-122.028,2740,133419,1,3,"med","0"
5080,5080,-4.91313981665054,5.41662223226481,7952800010,"5/19/2014",475000,4,2.5,3060,10043,1,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,1,6,"med","0"
5081,5081,-24.3636359919318,-9.44236447899308,3834500417,"8/9/2014",469950,3,3.25,1760,1778,3,0,0,3,8,1760,0,2008,0,98125,47.7201,-122.301,1520,1615,3,7,"med","0"
5083,5083,4.65721968927685,15.3715728429008,3826000470,"9/29/2014",232000,2,1,960,8100,1,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,1,1,"low","0"
5086,5086,14.7734519328457,-1.91994386643533,1328320440,"12/10/2014",355000,3,2.25,1960,7000,1,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,2,9,"low","0"
5087,5087,-12.4390785449952,16.3933054781795,1972202005,"5/21/2014",475000,4,2,1790,2250,1,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,1,6,"med","0"
5088,5088,-0.852123765623269,-13.8428925596604,2592201350,"3/24/2015",823000,3,2.5,2560,9825,2,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,3,8,"top","1"
5089,5089,-1.86472356703987,22.6005070732859,6430500293,"11/12/2014",395000,2,1.5,1010,3060,1,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,1,1,"low","0"
5091,5091,-26.5723295207314,10.295602610998,1189000225,"4/2/2015",420000,2,1.75,1200,3136,1,0,0,3,7,800,400,1904,2005,98122,47.6132,-122.297,1330,3164,1,2,"top","0"
5092,5092,-3.39078960655704,-22.1792615093836,7804700020,"8/12/2014",961500,3,2.5,3910,14000,2,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000,3,4,"med","1"
5093,5093,5.39575914588077,-4.60054178445059,9542300430,"3/31/2015",833000,4,1.75,2260,12238,1,0,0,3,9,2260,0,1967,0,98005,47.5976,-122.178,2430,10204,2,3,"med","1"
5094,5094,-2.6915176564326,-12.1577856824619,1775930440,"6/23/2014",479000,3,2.25,2110,11319,2,0,0,4,8,2110,0,1978,0,98072,47.742,-122.105,1860,11319,3,8,"top","0"
5097,5097,2.94867619285339,-7.95133873196907,824069193,"9/11/2014",555000,4,1.75,1760,94525,1.5,0,0,3,7,1760,0,1988,0,98075,47.5882,-122.07,3030,34848,3,8,"top","0"
5098,5098,1.10972036811668,-12.4154329564951,3904910480,"7/31/2014",490000,3,2.5,2010,9725,2,0,0,4,8,2010,0,1987,0,98029,47.568,-122.018,1850,6858,3,8,"top","0"
5099,5099,-9.16042279388034,24.6616068685438,2877102651,"5/29/2014",619000,4,2,2300,3400,1.5,0,0,5,8,1550,750,1915,0,98117,47.678,-122.361,1670,4200,1,1,"low","0"
5102,5102,-27.7882626075447,6.64008413393241,3378900020,"10/23/2014",422500,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,1985,98052,47.6868,-122.119,2220,8502,2,2,"top","0"
5103,5103,-7.65121254866476,6.67011356851286,4180300050,"8/1/2014",4e+05,4,3.5,3350,9681,1,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681,1,6,"med","0"
5105,5105,8.70721505192064,-21.8871738480148,8562890280,"6/26/2014",310000,4,2.5,2430,5499,2,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190,3,5,"low","0"
5106,5106,-13.3560636363945,10.5952557562944,3991400080,"12/16/2014",499900,3,1.75,2430,8820,1,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.233,2390,10050,1,6,"med","0"
